issuer,sector,short_name,isin,currency,volume_circulation,min_lot,status,issue_date,maturity_date,price,accumulated_coupon,denomination,сoupon,сoupon_once_year,сoupon_type,instrument_type,amort,subord,guarant,high_yield,available_iis,hold_benefit
"ПАО ""Ростелеком""",корпоративные,Ростел2P8R / Ростелеком обб2П08,RU000A104VS4,RUB,15.00 RUB,1000,В обращении,15.06.2022,11.06.2025,95.09 / 94.96 / 95.13,1.4,1000,50.86 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""СибАвтоТранс""",корпоративные,СИБАВТО1Р3 / СибАвтоТранс оббП03,RU000A107KV4,RUB,0.40 RUB,1000,В обращении,18.01.2024,11.01.2029,64.75 / 64.73 / 64.75,31.23,1000,47.37 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ОАО ""РЖД""",корпоративные,РЖД-30 обл / РЖД об30,RU000A0JUAH8,RUB,15.00 RUB,1000,В обращении,09.06.2014,07.11.2028,99.74 / 99.38 / 99.68,20.96,1000,112.19 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО АФК ""Система""",корпоративные,Систем1P19 / АФК Система оббП19,RU000A102SX4,RUB,12.50 RUB,1000,В обращении,01.03.2021,17.02.2031,96.15 / 96.03 / 96.15,4.23,1000,18.32 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""БСК""",корпоративные,БСК 1Р-02 / Башкирская содовая ком. оббП02,RU000A101UR4,RUB,3.75 RUB,750,В обращении,30.06.2020,24.06.2025,95.44 / 95.32 / 95.44,11.26,750,12.34 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,Сбер Sb48R / Сбербанк России обб2П06,RU000A10A3L4,RUB,35.00 RUB,1000,В обращении,22.11.2024,21.11.2025,100.18 / 100.15 / 100.18,13.62,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ПАО АФК ""Система""",корпоративные,Система1P9 / АФК Система оббП09,RU000A1005L6,RUB,10.00 RUB,1000,В обращении,06.03.2019,21.02.2029,76.88 / 76.88 / 76.9,34.05,1000,56.35 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
МЭФ Московской области,субфедеральные/муниципальные,МосОб34013 / МЭФ Московской обл. оба13,RU000A101988,RUB,5.60 RUB,400,В обращении,27.12.2019,20.12.2024,100.14 / 100 / 100.07,6.24,400,6.53 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Минфин России,государственные,ОФЗ 29018 / ОФЗ-ПК018,RU000A102A31,RUB,427.75 RUB,1000,В обращении,03.11.2020,26.11.2031,97.765 / 97.753 / 98.011,6.86,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"АО ""АЛЬФА-БАНК""",корпоративные,АЛЬФАБ2Р26 / АЛЬФА-БАНК обб2П26,RU000A107TH4,RUB,11.00 RUB,1000,В обращении,21.02.2024,17.02.2027,86.74 / 86.67 / 86.74,9.83,1000,34.41 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ОАО ""РЖД""",корпоративные,РЖД 1Р-17R / РЖД оббП17,RU000A1010M4,RUB,15.00 RUB,1000,В обращении,11.11.2019,05.11.2025,87.49 / 87.49 / 87.5,7.77,1000,33.66 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Минфин России,государственные,ОФЗ 29019 / ОФЗ-ПК019,RU000A102A49,RUB,430.19 RUB,1000,В обращении,28.10.2020,18.07.2029,97.433 / 97.199 / 97.265,29.91,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ИКС 5 ФИНАНС""",корпоративные,ИКС5Фин2P3 / ИКС 5 ФИНАНС обб2П03,RU000A105NE8,RUB,14.00 RUB,1000,В обращении,22.12.2022,16.12.2027,96.75 / 96.65 / 96.75,42.57,1000,43.28 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""Уральская Сталь""",корпоративные,УралСт1Р02 / Уральская Сталь оббП02,RU000A1066A1,RUB,10.00 RUB,1000,В обращении,28.04.2023,24.04.2026,79.64 / 79.64 / 79.75,15.1,1000,26.43 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ГТЛК""",корпоративные,ГТЛК ЗО29Д / ГТЛК об08,RU000A107D58,USD,0.14 USD,1000,В обращении,22.12.2023,27.02.2029,68.7 / 68.3352 / 69.8971,1369.02,1000,21.75 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Магнит""",корпоративные,Магнит4P01 / Магнит обб4П01,RU000A105KQ8,RUB,20.00 RUB,1000,В обращении,06.12.2022,02.12.2025,89.58 / 89.56 / 89.58,3.26,1000,45.62 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Лизинг-Трейд""",корпоративные,ЛТрейд1P11 / Лизинг-Трейд оббП11,RU000A107NJ3,RUB,0.20 RUB,1000,В обращении,26.01.2024,11.01.2029,65.46 / 65.42 / 65.46,13.7,1000,16.44 RUB,12,изменяемый,Облигация,да,нет,нет,нет,да,да
"ООО ""ТД РКС""",корпоративные,РКС2Р4 / ТД РКС обб2П04,RU000A108RK0,RUB,0.50 RUB,1000,В обращении,21.06.2024,18.06.2027,73.65 / 73.66 / 74.53,47.67,1000,49.86 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"Кыргызская Республика, Министерство Финансов",государственные,Кыргыз. 02 / Kyrgyzstan 14.5 26/12/25,KG000A3LSJ06,RUB,1.00 RUB,100,В обращении,26.12.2023,26.12.2025,93.68 / 93.47 / 93.68,3.22,100,3.63 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ЭнергоТехСервис""",корпоративные,ЭТС 1Р04 / Энерготехсервис оббП04,RU000A103828,RUB,0.49 RUB,330,В обращении,10.06.2021,05.06.2025,93.96 / 93.94 / 93.96,0.98,330,8.15 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"АО ""ГЛОРАКС""",корпоративные,ГЛОРАКС 01 / ГЛОРАКС обб01,RU000A1053W3,RUB,1.50 RUB,1000,В обращении,22.08.2022,18.08.2025,88.42 / 88.41 / 88.62,10.74,1000,34.90 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ГТЛК""",корпоративные,ГТЛК ЗО27Д / ГТЛК об06,RU000A107B43,USD,0.35 USD,1000,В обращении,12.12.2023,10.03.2027,79.8555 / 79.2292 / 79.9993,1288.98,1000,23.25 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"НЕПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФИНАНСОВЫЕ СИСТЕМЫ""",корпоративные,ФИНСИСТ 01 / Финансовые системы обб01,RU000A106TJ2,RUB,0.50 RUB,1000,В обращении,31.08.2023,10.08.2027,69.68 / 69.67 / 69.9,10.08,1000,13.15 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"АО ""Банк ДОМ.РФ""",корпоративные,sБанкДОМP1 / Банк Дом.РФ оббП01,RU000A105VR3,RUB,5.00 RUB,1000,В обращении,21.02.2023,18.02.2025,97.94 / 97.91 / 97.94,31.36,1000,48.37 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ХК ""МЕТАЛЛОИНВЕСТ""",корпоративные,МЕТАЛИН028 / МЕТАЛЛОИНВЕСТ ХК об08,RU000A105A04,USD,0.29 USD,1000,В обращении,31.10.2022,23.10.2028,81.64 / 78.392 / 81.63,525.99,1000,16.88 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ГТЛК""",корпоративные,ГТЛК 1P-07 / ГТЛК оббП07,RU000A0ZYNY4,RUB,10.00 RUB,1000,В обращении,19.01.2018,31.12.2032,72.3 / 72.3 / 72.36,21.16,1000,29.17 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Чистая Планета""",корпоративные,ЧистПлан01 / Чистая Планета обб01,RU000A1070P1,RUB,0.10 RUB,1000,В обращении,12.10.2023,15.09.2028,70.9 / 70.89 / 72.08,5.27,1000,14.38 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""ГМК ""Норильский никель""",корпоративные,НорНикЗ25Д / ГМК Норильский никель об05,RU000A107BL4,USD,0.32 USD,1000,В обращении,18.12.2023,11.09.2025,94 / 94.0001 / 95.2387,699.58,1000,12.75 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ОАО ""РЖД""",корпоративные,РЖД-41 обл / РЖД об41,RU000A0JX1S1,RUB,15.00 RUB,1000,В обращении,13.01.2017,27.11.2031,100.94 / 100.91 / 100.94,7.23,1000,119.67 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Минфин России,государственные,ОФЗ 29027 / ОФЗ-ПК027,RU000A10AA93,RUB,1000.00 RUB,1000,В обращении,12.12.2024,11.09.2036,95.5 / 95.51 / 95.55,2.85,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
ВЭБ.РФ,корпоративные,ВЭБP-36 / ВЭБ.РФ обб2П03,RU000A105YH8,RUB,50.00 RUB,1000,В обращении,16.03.2023,18.09.2030,92.9 / 92.56 / 92.9,47.96,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
Министерство финансов Свердловской области,субфедеральные/муниципальные,СвердлОбл8 / Свердловская обл. оба08,RU000A101Z17,RUB,12.00 RUB,1000,В обращении,30.07.2020,29.07.2027,78.65 / 78.53 / 78.65,8.86,1000,15.21 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""Хайтэк-Интеграция""",корпоративные,ХайТэк 1P1 / Хайтэк-Интеграция оббП01,RU000A106151,RUB,0.50 RUB,1000,В обращении,30.03.2023,26.03.2026,82.96 / 82.96 / 83.05,33.29,1000,37.40 RUB,4,фиксированный,Облигация,да,нет,нет,да,да,да
"ПАО АФК ""Система""",корпоративные,Систем1P10 / АФК Система оббП10,RU000A1008J4,RUB,10.00 RUB,1000,В обращении,05.04.2019,23.03.2029,83.72 / 83.71 / 83.72,21.7,1000,49.36 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""АВТОДОМ""",корпоративные,АВТОДОМ1Р1 / АВТОДОМ оббП01,RU000A104CJ3,RUB,5.00 RUB,1000,В обращении,29.12.2021,25.12.2024,99.69 / 99.59 / 99.69,27.52,1000,30.54 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ВСК""",корпоративные,ВСК 1P-01R / ВСК обб01,RU000A102G50,RUB,5.00 RUB,1000,В обращении,09.12.2020,03.12.2025,85.6 / 85.53 / 85.59,2.15,1000,32.66 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Газпром капитал""",корпоративные,ГазпКап2P9 / Газпром капитал обб2П09,RU000A107050,RUB,30.00 RUB,1000,В обращении,10.10.2023,04.04.2028,92.81 / 92.8 / 92.88,39.95,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ОАО ""РЖД""",корпоративные,РЖД 1Р-27R / РЖД оббП27,RU000A106VV3,RUB,30.00 RUB,1000,В обращении,13.09.2023,09.09.2027,100.08 / 99.99 / 100.08,14.92,1000,17.78 RUB,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Ультра""",корпоративные,УльтраБО1 / Ультра обб01,RU000A106AU9,RUB,0.25 RUB,1000,В обращении,30.05.2023,11.05.2027,87.02 / 87.02 / 87.91,14.25,1000,16.44 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""АРЕНЗА-ПРО""",корпоративные,АРЕНЗА1Р04 / АРЕНЗА-ПРО оббП04,RU000A107ST1,RUB,0.40 RUB,1000,В обращении,16.02.2024,21.03.2029,75.63 / 75.63 / 75.92,11.3,1000,14.01 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""ГИДРОМАШСЕРВИС""",корпоративные,ГИДРОМАШ01 / ГИДРОМАШСЕРВИС оббП01,RU000A105Q89,RUB,3.00 RUB,1000,В обращении,29.12.2022,25.12.2025,88.3 / 88.2 / 88.3,26.63,1000,29.92 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Минфин России,государственные,ОФЗ 52004 / ОФЗ-ИН (52004),RU000A103MX5,RUB,331.58 RUB,1326.32,В обращении,08.09.2021,17.03.2032,65.2 / 65.101 / 65.27,7.45,1326.32,n/a,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Городской супермаркет""",корпоративные,АЗБУКАВКП2 / Городской супермаркет оббП02,RU000A105WR1,RUB,1.00 RUB,1000,В обращении,03.03.2023,18.02.2033,96.1 / 96.1 / 96.2,4.77,1000,25.55 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Лизинг-Трейд""",корпоративные,ЛТрейд1P10 / Лизинг-Трейд оббП010,RU000A107480,RUB,0.20 RUB,1000,В обращении,23.10.2023,26.09.2028,64.12 / 63.62 / 64.12,n/a,1000,13.15 RUB,12,изменяемый,Облигация,да,нет,нет,нет,да,да
"АО ""АБЗ-1""",корпоративные,АБЗ-1 1Р03 / АБЗ №1 оббП03,RU000A105SX7,RUB,1.25 RUB,835,В обращении,02.02.2023,29.01.2026,91.23 / 91.03 / 91.23,15,835,29.67 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"АО ""АЛЬФА-БАНК""",корпоративные,АЛЬФАЗО850 / АЛЬФА-БАНК об13,RU000A108Q29,USD,0.35 USD,1000,В обращении,28.06.2024,15.04.2030,73 / 72.5601 / 73,1047.82,1000,29.75 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
МБЭС,корпоративные,МБЭС 2P-03 / МБЭС обб2П03,RU000A108Q03,RUB,5.00 RUB,1000,В обращении,18.06.2024,06.06.2034,92.06 / 92.06 / 93.05,54.25,1000,54.88 RUB,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ПАО АФК ""Система""",корпоративные,Систем1P13 / АФК Система оббП13,RU000A101Q26,RUB,15.00 RUB,1000,В обращении,27.05.2020,15.05.2030,84.46 / 84.07 / 84.34,11.97,1000,83.77 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Банк ВТБ (ПАО),корпоративные,ВТБ Б1-347 / Банк ВТБ оббП347,RU000A107JK9,RUB,1.50 RUB,1000,В обращении,10.01.2024,09.01.2025,100.01 / 100.01 / 100.03,27.01,1000,36.15 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО РОСБАНК,корпоративные,sРосбнк3P1 / Росбанк обб3П01,RU000A1062L7,RUB,3.00 RUB,1000,В обращении,07.04.2023,09.04.2026,97.93 / 97.11 / 97.66,18.89,1000,49.38 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""РОЛЬФ""",корпоративные,РОЛЬФ 1Р04 / РОЛЬФ оббП04,RU000A10A6W4,RUB,0.70 RUB,1000,В обращении,29.11.2024,25.05.2026,99.99 / 99.98 / 99.99,12.58,1000,22.19 RUB,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
ВЭБ.РФ,корпоративные,ВЭБ 1P-19 / ВЭБ.РФ оббП290,RU000A101TB0,RUB,15.00 RUB,1000,В обращении,18.06.2020,10.06.2027,70.04 / 70.03 / 70.04,0.72,1000,32.86 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"Государственная компания ""Автодор""",корпоративные,Автодор3Р3 / Автодор обб3П03,RU000A105V82,RUB,4.00 RUB,1000,В обращении,15.02.2023,12.02.2026,84.4 / 84.12 / 84.4,34.71,1000,51.36 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ПКО ""АйДи Коллект""",корпоративные,АйДиКол1Р2 / АйДи Коллект оббП02,RU000A109T74,RUB,0.30 RUB,1000,В обращении,17.10.2024,04.10.2027,99.25 / 99.01 / 99.36,n/a,1000,21.37 RUB,12,плавающий,Облигация,да,нет,нет,нет,да,да
"ООО ""ИЛС""",корпоративные,ИЛСБО-1-1Р / Ист Лоджистикал Системс оббП01,RU000A107BH2,RUB,0.30 RUB,1000,В обращении,05.12.2023,19.11.2026,77.54 / 77.32 / 77.93,8.85,1000,15.62 RUB,12,фиксированный,Облигация,да,нет,нет,нет,да,да
"ПАО ""РусГидро""",корпоративные,РусГидрБП8 / РусГидро оббП08,RU000A105MW2,RUB,15.00 RUB,1000,В обращении,20.12.2022,17.12.2024,100.02 / 99.95 / 100.02,20.71,1000,20.94 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""РЕГИОН-ПРОДУКТ""",корпоративные,РегПрод1Р4 / РЕГИОН-ПРОДУКТ оббП04,RU000A1075R6,RUB,0.10 RUB,1000,В обращении,02.11.2023,19.10.2026,77.64 / 77.52 / 77.75,10.41,1000,15.62 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Т1""",корпоративные,Т1 001Р-01 / Т1 оббП01,RU000A1071R5,RUB,2.00 RUB,1000,В обращении,17.10.2023,14.10.2025,96.17 / 96.16 / 96.39,26.33,1000,38.64 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"АО ""АЛЬФА-БАНК""",корпоративные,АЛЬФАБ2Р25 / АЛЬФА-БАНК обб2П25,RU000A107AM4,RUB,11.00 RUB,1000,В обращении,30.11.2023,26.11.2026,85 / 84.71 / 85,6.53,1000,33.03 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ИКС 5 ФИНАНС""",корпоративные,ИКС5Фин3P3 / ИКС 5 ФИНАНС обб3П03,RU000A107AJ0,RUB,10.00 RUB,1000,В обращении,05.12.2023,22.11.2033,88.75 / 87.5 / 88.74,4.59,1000,32.16 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
